date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,pct_change,zscore,is_spike,spike_severity
2025-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,6000.0,3.48,2,2025,80.82201688877639,2.617852528083353,True,Critical
2025-02-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3500.0,2.03,2,2025,81.60403057174138,2.6174791759938287,True,Critical
2025-09-15,Central Region,Lilongwe,Area 23,2111,-14.03,33.49,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1222.22,0.7,9,2025,618.9529411764706,2.7880519537652435,True,Critical
2023-01-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,2000.0,1.99,1,2023,100.0,2.607221278271737,True,Critical
2025-04-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,770.0,0.45,4,2025,167.82608695652175,3.0559920525532243,True,Critical
2025-02-15,Central Region,Lilongwe,Kamwendo,2223,-13.82,34.02,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1326.32,0.77,2,2025,76.84266666666666,2.5137393136499546,True,Critical
2025-09-15,Southern Region,Machinga,Chikweo,2119,-14.77,35.67,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1586.67,0.92,9,2025,373.63283582089554,3.1251869313839338,True,Critical
2022-08-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,355.0,0.35,8,2022,75.30864197530865,2.7551844741285625,True,Critical
2025-09-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1482.61,0.86,9,2025,323.60285714285715,3.122030586340417,True,Critical
2025-09-15,Southern Region,Machinga,Mangamba,2127,-14.79,35.44,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1500.0,0.87,9,2025,316.6666666666667,3.086678860412614,True,Critical
2023-12-15,Southern Region,Machinga,Mangamba,2127,-14.79,35.44,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1650.0,0.99,12,2023,64.99999999999999,2.9686903129270763,True,Critical
2025-04-15,Southern Region,Machinga,Mangochi Turn Off,1921,-15.04,35.19,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,973.53,0.57,4,2025,190.60597014925372,2.9689095771758356,True,Critical
2024-02-15,Southern Region,Machinga,Mangochi Turn Off,1921,-15.04,35.19,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1695.45,1.02,2,2024,63.02403846153845,2.7001398284885285,True,Critical
2022-08-15,Southern Region,Machinga,Mbonechela,2191,-14.89,35.48,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,345.0,0.34,8,2022,64.28571428571428,2.8160274409409696,True,Critical
2025-09-15,Southern Region,Machinga,Mbonechela,2191,-14.89,35.48,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1482.61,0.86,9,2025,317.6366197183098,3.1140872476883628,True,Critical
2023-12-15,Southern Region,Machinga,Mbonechela,2191,-14.89,35.48,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1650.0,0.99,12,2023,69.23076923076923,2.8683199831635937,True,Critical
2024-05-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,4000.0,2.31,5,2024,60.00000000000001,2.6409809114298635,True,Critical
2024-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1950.0,1.17,2,2024,62.5,2.6784923179521583,True,Critical
2022-08-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,342.5,0.34,8,2022,71.24999999999999,2.654049047428956,True,Critical
2025-09-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1570.0,0.91,9,2025,390.625,3.137639237622104,True,Critical
2024-02-15,Southern Region,Machinga,Mpita,2129,-15.19,35.47,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2350.0,1.41,2,2024,95.83333333333333,2.7407292373873866,True,Critical
2025-04-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,cereals and tubers,Cassava,68,KG,aggregate,Retail,MWK,3200.0,1.86,4,2025,700.0,2.6627492103107593,True,Critical
2025-09-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1287.83,0.74,9,2025,315.4290322580645,3.141568076276907,True,Critical
2023-01-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,503.75,0.5,1,2023,235.83333333333334,2.5123719717639723,True,Critical
2025-10-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,cereals and tubers,Millet,73,KG,aggregate,Retail,MWK,3331.58,1.92,10,2025,375.94000000000005,2.6485291782655804,True,Critical
2025-03-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,oil and fats,Oil (vegetable),96,L,aggregate,Retail,MWK,6500.0,3.77,3,2025,400.0,2.632312061285275,True,Critical
2025-09-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,cereals and tubers,Rice,52,KG,aggregate,Retail,MWK,4000.0,2.31,9,2025,515.3846153846155,2.6651543677632192,True,Critical
2025-03-15,Southern Region,Machinga,Nayuchi,2131,-14.98,35.87,miscellaneous food,Sugar,97,KG,aggregate,Retail,MWK,4000.0,2.32,3,2025,400.0,2.6648360041230688,True,Critical
2025-09-15,Southern Region,Machinga,Nsanama,2132,-15.0,35.49,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1480.0,0.85,9,2025,316.9014084507042,3.1169857604191855,True,Critical
2024-01-15,Southern Region,Machinga,Nsanama,2132,-15.0,35.49,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2955.0,1.77,1,2024,97.0,2.892319152320891,True,Critical
