date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,price_pct_change
2025-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,168.75,0.098,4,2025,-15.625
2025-05-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,177.94,0.1,5,2025,5.445925925925921
2025-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,176.67,0.1,6,2025,-0.7137237270990249
2025-07-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,175.0,0.1,7,2025,-0.9452651836757697
2025-08-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,8,2025,14.28571428571428
2020-11-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,41.8,0.056,11,2020,
2020-12-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,20.15,0.027,12,2020,-51.79425837320575
2021-01-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,37.5,0.049,1,2021,86.10421836228288
2021-02-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,28.75,0.038,2,2021,-23.33333333333333
2021-03-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,10.0,0.013,3,2021,-65.21739130434783
2021-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,10.25,0.013,4,2021,2.499999999999991
2025-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,250.0,0.15,4,2025,2339.0243902439024
2025-05-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,-19.999999999999996
2020-11-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,45.3,0.06,11,2020,
2020-12-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,23.65,0.031,12,2020,-47.792494481236204
2021-01-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,42.5,0.056,1,2021,79.70401691331925
2021-02-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,32.0,0.042,2,2021,-24.705882352941178
2021-03-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,34.5,0.045,3,2021,7.8125
2021-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,32.5,0.042,4,2021,-5.797101449275366
2020-11-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,40.67,0.054,11,2020,
2020-12-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,33.85,0.045,12,2020,-16.769117285468404
2021-01-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,41.25,0.054,1,2021,21.861152141802066
2021-02-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,21.212121212121215
2021-03-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,43.75,0.056,3,2021,-12.5
2021-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,26.25,0.034,4,2021,-40.0
2025-03-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,500.0,0.29,3,2025,1804.7619047619048
2025-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,354.69,0.21,4,2025,-29.061999999999998
2025-05-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,291.18,0.17,5,2025,-17.90577687558149
2025-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,296.67,0.17,6,2025,1.8854316917370717
2025-07-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,325.0,0.19,7,2025,9.549330906394292
2025-08-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,325.0,0.19,8,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,60.29,0.079,1,2021,20.58
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,62.5,0.082,2,2021,3.665616188422627
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,-19.999999999999996
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,300.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,70.59,0.092,1,2021,41.180000000000014
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,75.0,0.099,2,2021,6.247343816404594
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,47.5,0.061,3,2021,-36.66666666666667
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,5.263157894736836
2025-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,3,2025,300.0
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,4,2025,0.0
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-07-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,7,2025,0.0
2025-08-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,8,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,60.29,0.079,1,2021,20.58
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,62.5,0.082,2,2021,3.665616188422627
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,-19.999999999999996
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,23.75,0.032,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,45.86,0.061,12,2020,93.09473684210525
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,39.71,0.052,1,2021,-13.410379415612727
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,39.96,0.053,2,2021,0.6295643414756968
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,32.5,0.042,3,2021,-18.668668668668676
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,55.0,0.071,4,2021,69.23076923076923
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,4,2025,263.6363636363636
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-08-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,8,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,12,2020,0.0
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,1,2021,0.0
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,2,2021,0.0
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,3,2021,0.0
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,95.0,0.12,4,2021,-5.000000000000004
2025-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,400.0,0.23,3,2025,321.05263157894734
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,421.88,0.25,4,2025,5.469999999999997
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,438.24,0.25,5,2025,3.8778799658670815
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,496.67,0.29,6,2025,13.332876962395046
2025-07-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,425.0,0.25,7,2025,-14.430104495942986
2025-08-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,17.647058823529417
2025-09-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,9,2025,0.0
2025-10-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,10,2025,0.0
2025-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,11,2025,0.0
2025-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,550.0,0.32,12,2025,10.000000000000009
2026-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,600.0,0.35,1,2026,9.090909090909083
2026-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,2,2026,-16.666666666666664
2026-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,3,2026,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,275.0,0.37,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,243.18,0.32,12,2020,-11.570909090909087
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,275.0,0.36,1,2021,13.084957644543138
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021,9.090909090909083
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,275.0,0.36,3,2021,-8.333333333333337
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021,9.090909090909083
2025-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,3,2025,233.33333333333334
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025,0.0
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,5,2025,0.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,6,2025,0.0
2025-07-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,7,2025,0.0
2025-08-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,8,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,350.0,0.47,12,2020,16.666666666666675
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,319.12,0.42,1,2021,-8.822857142857144
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,350.0,0.46,2,2021,9.67661067936827
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,275.0,0.37,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,243.18,0.32,12,2020,-11.570909090909087
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,305.88,0.4,1,2021,25.783370342955834
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,325.0,0.43,2,2021,6.25081731397934
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,275.0,0.36,3,2021,-15.384615384615385
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,250.0,0.32,4,2021,-9.090909090909093
2025-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,3,2025,300.0
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025,0.0
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,5,2025,0.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,6,2025,0.0
2025-07-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,7,2025,0.0
2025-08-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,8,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,243.18,0.32,12,2020,-18.94
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,305.88,0.4,1,2021,25.783370342955834
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,337.5,0.44,2,2021,10.337387210670856
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,250.0,0.32,3,2021,-25.92592592592593
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,250.0,0.32,4,2021,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,362.5,0.48,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,350.0,0.47,12,2020,-3.4482758620689613
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,319.12,0.42,1,2021,-8.822857142857144
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,325.0,0.43,2,2021,1.8425670594133914
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,275.0,0.36,3,2021,-15.384615384615385
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,400.0,0.52,4,2021,45.45454545454546
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,21.25,0.028,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,44.55,0.059,12,2020,109.64705882352939
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,32.94,0.043,1,2021,-26.060606060606062
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,40.0,0.053,2,2021,21.432908318154233
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,32.5,0.042,3,2021,-18.75
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,32.5,0.042,4,2021,0.0
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,200.0,0.12,4,2025,515.3846153846155
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2020-11-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,13.75,0.018,11,2020,
2020-12-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,19.32,0.026,12,2020,40.509090909090915
2021-01-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,45.15,0.059,1,2021,133.69565217391303
2021-02-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,10.741971207087486
2021-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,42.5,0.055,3,2021,-15.000000000000002
2021-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,35.0,0.045,4,2021,-17.647058823529417
2025-03-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,3,2025,471.42857142857144
2025-04-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,190.63,0.11,4,2025,-4.685000000000006
2025-05-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,179.41,0.1,5,2025,-5.885747259088281
2025-06-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,198.33,0.11,6,2025,10.5456774984672
2025-07-15,Central Region,Ntcheu,Golomoti,2224,-14.43,34.59,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,7,2025,0.8420309585035035
