date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,price_pct_change
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,200.0,0.26,4,2021,-11.111111111111116
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.27,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020,0.0
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.26,1,2021,0.0
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.26,2,2021,0.0
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,250.0,0.32,3,2021,25.0
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,200.0,0.26,4,2021,-19.999999999999996
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,25.07,0.033,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,29.94,0.04,12,2020,19.42560829676905
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,20.0,0.026,1,2021,-33.1997327989312
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,30.0,0.039,2,2021,50.0
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,15.0,0.019,3,2021,-50.0
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,20.0,0.026,4,2021,33.33333333333333
2025-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,150.0,0.087,4,2025,650.0
2025-05-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,150.0,0.087,5,2025,0.0
2025-06-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,150.0,0.087,6,2025,0.0
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,45.29,0.06,12,2020,-9.420000000000005
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,30.0,0.039,1,2021,-33.76021196732171
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,66.66666666666667
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,3,2025,300.0
2025-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,4,2025,0.0
2025-05-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,188.33,0.11,6,2025,-5.83499999999999
2025-07-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,175.0,0.1,7,2025,-7.07800138055541
2025-08-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,8,2025,14.28571428571428
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,20.0,0.027,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,17.65,0.023,12,2020,-11.750000000000005
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,10.0,0.013,1,2021,-43.342776203966004
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,17.5,0.023,2,2021,75.0
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,12.5,0.016,3,2021,-28.57142857142857
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,15.0,0.019,4,2021,19.999999999999996
2025-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,150.0,0.087,3,2025,900.0
2025-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,150.0,0.087,4,2025,0.0
2025-05-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,150.0,0.087,5,2025,0.0
2025-06-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,150.0,0.087,6,2025,0.0
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,25.07,0.033,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,29.94,0.04,12,2020,19.42560829676905
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,20.0,0.026,1,2021,-33.1997327989312
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,30.0,0.039,2,2021,50.0
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,20.0,0.026,3,2021,-33.333333333333336
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Rape leaves,1230,Bunch,aggregate,Retail,MWK,30.0,0.039,4,2021,50.0
2020-11-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,40.93,0.055,11,2020,
2020-12-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,39.29,0.052,12,2020,-4.006840947959933
2021-01-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,38.24,0.05,1,2021,-2.672435734283529
2021-02-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.066,2,2021,30.753138075313792
2021-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2025-03-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,600.0,0.35,3,2025,1100.0
2025-04-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,537.5,0.31,4,2025,-10.416666666666663
2025-05-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,344.12,0.2,5,2025,-35.97767441860466
2025-06-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,268.33,0.15,6,2025,-22.024293850982225
2025-07-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,325.0,0.19,7,2025,21.119517012633704
2025-08-15,Central Region,Dowa,Nsungwi,2115,-13.53,33.46,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,400.0,0.23,8,2025,23.076923076923084
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,63.73,0.083,1,2021,27.459999999999994
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,86.67,0.11,2,2021,35.99560646477327
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,83.33,0.11,3,2021,-3.853697934694822
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,91.67,0.12,4,2021,10.008400336013445
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.063,5,2021,-45.45652885349624
2025-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,300.0,0.17,3,2025,500.0
2025-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,281.25,0.16,4,2025,-6.25
2025-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,164.71,0.095,5,2025,-41.43644444444444
2025-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,100.0,0.058,6,2025,-39.28723210491166
2025-07-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,7,2025,100.0
2025-08-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,8,2025,0.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,60.29,0.079,1,2021,20.58
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,79.17,0.1,2,2021,31.315309338198706
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,75.0,0.097,3,2021,-5.267146646456988
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,87.5,0.11,4,2021,16.666666666666675
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.063,5,2021,-42.85714285714286
2025-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,3,2025,500.0
2025-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,281.25,0.16,4,2025,-6.25
2025-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,-28.888888888888886
2025-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,293.33,0.17,6,2025,46.665
2025-07-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,400.0,0.23,7,2025,36.36518596802236
2025-08-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,400.0,0.23,8,2025,0.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.063,5,2021,0.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,38.8,0.052,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,39.71,0.053,12,2020,2.345360824742282
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,45.42,0.059,1,2021,14.379249559304963
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,37.78,0.05,2,2021,-16.820783795684726
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,38.89,0.05,3,2021,2.9380624669137045
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,34.44,0.044,4,2021,-11.442530213422486
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,50.0,0.063,5,2021,45.18002322880372
2025-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,4,2025,300.0
2025-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-07-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,250.0,0.14,7,2025,25.0
2025-08-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,19.999999999999996
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.065,3,2021,0.0
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.064,4,2021,0.0
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.063,5,2021,0.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,80.0,0.11,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,82.35,0.11,12,2020,2.937499999999993
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,91.37,0.12,1,2021,10.953248330297516
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,95.67,0.13,2,2021,4.706139870854753
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,93.33,0.12,3,2021,-2.4459078080903085
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,98.33,0.13,4,2021,5.357334190506813
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,80.0,0.1,5,2021,-18.641309874911016
2025-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,400.0,0.23,3,2025,400.0
2025-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,435.94,0.25,4,2025,8.985
2025-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,476.47,0.27,5,2025,9.297150984080393
2025-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,496.67,0.29,6,2025,4.239511406804208
2025-07-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,7,2025,0.6704652988906101
2025-08-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,525.0,0.3,8,2025,5.000000000000004
2025-09-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,9,2025,-4.761904761904767
2025-10-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,541.67,0.31,10,2025,8.333999999999996
2025-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,575.0,0.33,11,2025,6.153192903428284
2025-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,545.0,0.31,12,2025,-5.21739130434783
2026-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,600.0,0.35,1,2026,10.091743119266061
2026-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,400.0,0.23,2,2026,-33.333333333333336
2026-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,400.0,0.23,3,2026,0.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,200.0,0.27,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,213.73,0.28,1,2021,6.864999999999988
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,236.67,0.31,2,2021,10.733168015720773
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,233.33,0.3,3,2021,-1.4112477289052183
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,241.67,0.31,4,2021,3.5743367762396394
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,200.0,0.25,5,2021,-17.242520792816652
2025-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,3,2025,400.0
2025-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025,0.0
2025-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,5,2025,0.0
2025-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,6,2025,0.0
2025-07-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,7,2025,0.0
2025-08-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1250.0,0.72,8,2025,25.0
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,200.0,0.27,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,227.45,0.3,1,2021,13.724999999999987
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,273.33,0.36,2,2021,20.17146625632007
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,266.67,0.34,3,2021,-2.4366150806717
2021-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,283.33,0.36,4,2021,6.247421907226158
2021-05-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,200.0,0.25,5,2021,-29.410934246285247
2020-11-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,200.0,0.27,11,2020,
2020-12-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,200.0,0.27,12,2020,0.0
2021-01-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,227.45,0.3,1,2021,13.724999999999987
2021-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,273.33,0.36,2,2021,20.17146625632007
2021-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,266.67,0.34,3,2021,-2.4366150806717
