date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,800.0,1.05,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,800.0,1.03,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,750.0,0.97,4,2021
2022-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,800.0,1.01,3,2022
2022-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,700.0,0.87,5,2022
2022-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,750.0,0.74,7,2022
2023-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,893.75,0.89,1,2023
2023-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1200.0,1.18,2,2023
2023-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,800.0,0.77,7,2023
2023-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,980.0,0.91,8,2023
2023-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1216.67,1.11,9,2023
2023-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1246.67,1.09,10,2023
2023-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1350.0,0.81,11,2023
2023-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1500.0,0.9,12,2023
2024-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1595.0,0.96,1,2024
2024-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1890.91,1.13,2,2024
2024-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2100.0,1.22,9,2024
2024-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2375.0,1.37,10,2024
2024-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2500.0,1.44,11,2024
2024-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2562.5,1.48,12,2024
2025-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3000.0,1.75,1,2025
2025-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3777.78,2.19,2,2025
2025-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,4000.0,2.32,3,2025
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,4000.0,2.33,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,4000.0,2.31,5,2025
2025-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3840.91,2.22,6,2025
2025-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3758.06,2.17,7,2025
2025-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3790.32,2.19,8,2025
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3883.33,2.24,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3019.61,1.74,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3700.0,2.13,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,4000.0,2.31,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,3806.45,2.2,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2535.71,1.46,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,2000.0,1.15,3,2026
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,90.0,0.12,4,2021
2025-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,3,2025
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,428.12,0.25,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,5,2025
2025-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,6,2025
2025-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,475.0,0.27,7,2025
2025-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,525.0,0.3,8,2025
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,570.83,0.33,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,556.25,0.32,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,525.0,0.3,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,550.0,0.32,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,550.0,0.32,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,3,2026
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,375.0,0.22,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,229.17,0.13,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,200.0,0.12,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,500.0,0.29,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,800.0,0.46,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,800.0,0.46,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Exotic vegetables,1335,KG,aggregate,Retail,MWK,800.0,0.46,3,2026
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021
2025-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,3,2025
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1000.0,0.58,5,2025
2025-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,6,2025
2025-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1750.0,1.01,7,2025
2025-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1750.0,1.01,8,2025
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (kapenta),887,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021
2025-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,3,2025
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1000.0,0.58,5,2025
2025-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,6,2025
2025-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1500.0,0.87,7,2025
2025-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1750.0,1.01,8,2025
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs","Fish (small, dry)",1334,KG,aggregate,Retail,MWK,12000.0,6.92,3,2026
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (usipa),1233,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.4,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.4,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,"meat, fish and eggs",Fish (utaka),1234,Heap,aggregate,Retail,MWK,300.0,0.39,4,2021
2025-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,7000.0,4.06,3,2025
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,5750.0,3.35,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,4363.64,2.52,5,2025
2025-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,3750.0,2.16,6,2025
2025-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,4250.0,2.45,7,2025
2025-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,5500.0,3.17,8,2025
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,7500.0,4.33,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,6000.0,3.46,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,6000.0,3.46,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,8500.0,4.9,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,aggregate,Retail,MWK,8000.0,4.61,1,2026
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,375.0,0.22,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,187.5,0.11,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,143.75,0.083,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,300.0,0.17,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,400.0,0.23,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,400.0,0.23,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,vegetables and fruits,Local vegetables,1333,KG,aggregate,Retail,MWK,400.0,0.23,3,2026
2020-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,281.25,0.39,1,2020
2020-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,301.72,0.41,2,2020
2020-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,310.5,0.43,3,2020
2020-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,150.0,0.21,4,2020
2020-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,136.67,0.19,5,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,160.0,0.21,12,2020
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,160.0,0.21,3,2021
2021-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,155.0,0.2,5,2021
2021-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,106.25,0.13,8,2021
2021-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,120.45,0.15,9,2021
2021-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,130.0,0.16,10,2021
2021-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,120.0,0.15,11,2021
2022-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,180.0,0.22,1,2022
2022-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,300.0,0.3,8,2022
2025-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,920.0,0.54,4,2025
2025-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1200.0,0.69,5,2025
2025-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1275.0,0.74,9,2025
2025-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1170.59,0.68,10,2025
2025-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1048.33,0.6,11,2025
2025-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1200.0,0.69,12,2025
2026-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1116.13,0.64,1,2026
2026-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1046.43,0.6,2,2026
2026-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1051.72,0.61,3,2026
2020-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,174.67,0.23,11,2020
2020-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,170.0,0.23,12,2020
2021-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,178.24,0.23,1,2021
2021-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,145.0,0.19,2,2021
2021-03-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,167.5,0.22,3,2021
2021-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,172.5,0.22,4,2021
2023-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,462.5,0.46,1,2023
2023-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,550.0,0.54,2,2023
2023-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,500.0,0.49,6,2023
2023-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,612.5,0.59,7,2023
2023-08-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,658.0,0.61,8,2023
2023-09-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,700.0,0.64,9,2023
2023-10-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,700.0,0.61,10,2023
2023-11-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,700.0,0.42,11,2023
2023-12-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,900.0,0.54,12,2023
2024-01-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,905.0,0.54,1,2024
2024-02-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,768.18,0.46,2,2024
2024-04-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,618.75,0.36,4,2024
2024-05-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,750.0,0.43,5,2024
